team,opponent,##,Player,GS,MIN,FG,3PT,FT,ORB-DRB,REB,PF,A,TO,BLK,STL,PTS,date,time,site,team_score,opponent_score
Loyola Maryland,Hofstra,22,"22 Rozzi, Bri",*,40,3-9,1-4,4-5,0-3,3,2,4,3,0,3,11,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,45,"45 Therien, Lex",*,32,4-12,0-1,1-5,5-3,8,4,2,2,0,4,9,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,01,"01 Ratigan, Kelly",*,26,3-7,1-4,0-0,0-2,2,2,0,0,0,0,7,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,10,"10 Sims, Koi",*,29,2-8,0-1,0-0,2-3,5,3,1,1,1,2,4,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,13,"13 Tañedo, Caramina",,26,2-3,0-1,0-2,3-2,5,0,0,1,0,3,4,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,02,"02 Van-Otoo, Meliah",,6,0-0,0-0,3-3,0-1,1,1,1,0,0,0,3,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,15,"15 Salmerón, Laura",,13,0-3,0-3,2-2,0-3,3,1,0,2,0,1,2,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,23,"23 Espinal, Marta",,11,0-1,0-1,1-2,1-0,1,2,1,2,0,0,1,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,12,"12 Garcia, Cristina",,1,0-0,0-0,0-0,0-0,0,1,0,1,0,0,0,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,35,"35 Therien, Ava",,0+,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Hofstra,TM,TM TEAM,,0,0-0,0-0,0-0,1-3,4,0,0,3,0,0,0,12/10/22,2:00 PM,"Reitz Arena, Baltimore, MD",62,61
Loyola Maryland,Colgate,45,"45 Therien, Lex",*,35,7-10,1-1,3-5,2-8,10,2,1,2,0,1,18,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,04,"04 Dixon, Taleah",*,39,4-12,0-3,4-4,0-0,0,1,4,3,0,4,12,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,10,"10 Sims, Koi",*,31,5-7,0-0,1-1,4-6,10,1,0,1,1,1,11,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,01,"01 Ratigan, Kelly",*,35,1-5,1-4,0-0,0-0,0,3,3,0,0,1,3,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,15,"15 Salmerón, Laura",*,29,0-3,0-3,0-0,0-2,2,1,4,4,0,0,0,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,05,"05 Newman, Devyne",,27,7-11,0-1,0-0,2-2,4,0,3,1,0,0,14,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,12,"12 Garcia, Cristina",,8,1-2,0-0,0-0,0-1,1,0,0,1,0,0,2,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,02,"02 Van-Otoo, Meliah",,11,0-1,0-1,1-2,0-0,0,2,0,2,0,0,1,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,11,"11 Glezen, Emma",,7,0-1,0-1,0-0,0-2,2,1,0,0,0,0,0,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,23,"23 Espinal, Marta",,3,0-0,0-0,0-0,0-1,1,0,0,0,0,0,0,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,Colgate,TM,TM TEAM,,0,0-0,0-0,0-0,1-1,2,0,0,0,0,0,0,12/30/22,4:00 PM,"Cotterell Court, Hamilton, NY",61,56
Loyola Maryland,American,10,"10 Sims, Koi",*,28,4-8,0-0,0-0,6-5,11,0,1,4,2,0,8,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,01,"01 Ratigan, Kelly",*,32,2-6,2-6,0-0,1-2,3,3,0,3,1,1,6,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,04,"04 Dixon, Taleah",*,28,2-11,1-5,1-2,0-3,3,4,1,3,1,2,6,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,45,"45 Therien, Lex",*,20,2-7,0-0,0-0,3-3,6,4,0,3,0,2,4,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,15,"15 Salmerón, Laura",*,20,1-4,1-2,0-0,0-0,0,0,3,3,0,0,3,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,05,"05 Newman, Devyne",,25,4-11,0-1,0-0,0-5,5,0,1,2,0,2,8,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,23,"23 Espinal, Marta",,12,1-2,0-1,0-2,0-0,0,2,1,0,0,1,2,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,13,"13 Tañedo, Caramina",,16,0-2,0-2,0-0,0-1,1,0,0,1,0,1,0,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,02,"02 Van-Otoo, Meliah",,12,0-0,0-0,0-0,1-1,2,2,3,2,0,0,0,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,12,"12 Garcia, Cristina",,4,0-0,0-0,0-0,0-1,1,0,0,2,0,1,0,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,11,"11 Glezen, Emma",,3,0-1,0-0,0-0,1-0,1,0,0,0,0,0,0,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,American,TM,TM TEAM,,0,0-0,0-0,0-0,2-0,2,0,0,1,0,0,0,01/02/23,7:00 PM,"Reitz Arena, Baltimore, MD",37,52
Loyola Maryland,Army West Point,04,"04 Dixon, Taleah",*,33,8-12,2-3,2-2,0-3,3,1,4,3,0,0,20,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,45,"45 Therien, Lex",*,36,7-13,0-0,1-4,2-5,7,1,2,7,0,0,15,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,10,"10 Sims, Koi",*,28,6-8,0-0,2-3,2-3,5,1,3,1,1,0,14,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,15,"15 Salmerón, Laura",*,26,2-6,1-2,0-0,0-3,3,2,0,2,0,2,5,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,01,"01 Ratigan, Kelly",*,28,1-1,0-0,0-0,1-1,2,2,1,1,0,0,2,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,13,"13 Tañedo, Caramina",,23,1-2,1-2,2-2,0-1,1,1,2,1,0,1,5,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,05,"05 Newman, Devyne",,17,2-3,0-0,0-0,1-1,2,2,2,1,0,0,4,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,02,"02 Van-Otoo, Meliah",,7,1-1,0-0,0-0,0-0,0,2,1,0,0,0,2,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,12,"12 Garcia, Cristina",,2,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Army West Point,TM,TM TEAM,,0,0-0,0-0,0-0,1-9,10,0,0,1,0,0,0,01/05/23,6:00 PM,"Christl Arena, West Point, NY",67,48
Loyola Maryland,Holy Cross,45,"45 Therien, Lex",*,28,8-13,0-2,1-3,1-9,10,4,0,1,0,1,17,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,04,"04 Dixon, Taleah",*,34,5-15,2-6,0-0,1-1,2,4,5,2,0,1,12,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,01,"01 Ratigan, Kelly",*,32,2-5,2-4,0-0,0-0,0,3,0,1,0,0,6,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,10,"10 Sims, Koi",*,29,3-9,0-0,0-0,7-5,12,3,2,3,0,0,6,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,15,"15 Salmerón, Laura",*,25,0-3,0-1,0-0,0-2,2,1,1,2,0,1,0,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,13,"13 Tañedo, Caramina",,19,1-2,1-1,0-0,0-1,1,0,1,0,0,1,3,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,05,"05 Newman, Devyne",,15,1-4,0-0,0-0,1-0,1,0,0,1,0,0,2,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,02,"02 Van-Otoo, Meliah",,6,0-1,0-1,0-0,0-0,0,0,0,0,0,1,0,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,12,"12 Garcia, Cristina",,6,0-0,0-0,0-0,0-0,0,0,0,1,0,1,0,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,23,"23 Espinal, Marta",,6,0-1,0-1,0-0,0-0,0,0,0,1,0,0,0,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Holy Cross,TM,TM TEAM,,0,0-0,0-0,0-0,2-1,3,0,0,3,0,0,0,01/08/23,2:00 PM,"Reitz Arena, Baltimore, MD",46,53
Loyola Maryland,Bucknell,01,"01 Ratigan, Kelly",*,36,6-10,3-5,0-0,1-2,3,3,0,1,0,0,15,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,45,"45 Therien, Lex",*,23,5-12,0-0,3-4,0-7,7,5,1,1,0,0,13,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,05,"05 Newman, Devyne",*,28,6-13,0-2,0-0,2-2,4,2,1,0,0,0,12,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,04,"04 Dixon, Taleah",*,34,2-11,0-2,0-0,0-0,0,0,5,0,0,0,4,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,10,"10 Sims, Koi",*,32,1-4,0-0,0-0,5-3,8,1,4,1,1,0,2,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,12,"12 Garcia, Cristina",,17,1-2,0-0,0-0,0-2,2,2,1,2,0,0,2,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,22,"22 Rozzi, Bri",,1,1-1,0-0,0-0,0-0,0,0,0,0,0,0,2,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,13,"13 Tañedo, Caramina",,20,0-4,0-1,0-0,1-1,2,2,0,1,0,2,0,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,15,"15 Salmerón, Laura",,9,0-2,0-0,0-0,0-0,0,0,0,0,0,0,0,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Bucknell,TM,TM TEAM,,0,0-0,0-0,0-0,2-1,3,0,0,1,0,0,0,01/11/23,7:00 PM,"Reitz Arena, Baltimore, MD",50,56
Loyola Maryland,Navy,45,"45 Therien, Lex",*,32,4-10,0-0,2-3,0-7,7,3,1,2,0,3,10,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,04,"04 Dixon, Taleah",*,25,3-13,0-2,3-3,0-1,1,3,1,2,0,0,9,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,05,"05 Newman, Devyne",*,25,2-8,2-4,2-2,0-3,3,2,0,2,0,0,8,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,12,"12 Garcia, Cristina",*,25,2-3,0-0,1-2,0-0,0,2,3,5,0,2,5,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,01,"01 Ratigan, Kelly",*,23,1-3,0-0,0-0,0-2,2,2,0,1,0,0,2,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,10,"10 Sims, Koi",,18,1-5,0-0,2-2,2-3,5,1,0,1,0,1,4,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,15,"15 Salmerón, Laura",,11,0-2,0-1,3-4,0-2,2,1,0,0,0,0,3,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,22,"22 Rozzi, Bri",,10,0-2,0-1,2-2,1-0,1,3,0,0,0,0,2,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,13,"13 Tañedo, Caramina",,22,0-2,0-1,0-2,0-2,2,1,0,1,0,0,0,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,23,"23 Espinal, Marta",,5,0-0,0-0,0-0,1-0,1,1,0,1,0,0,0,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,02,"02 Van-Otoo, Meliah",,4,0-0,0-0,0-0,0-0,0,2,0,0,0,0,0,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Navy,TM,TM TEAM,,0,0-0,0-0,0-0,1-0,1,0,0,1,0,0,0,01/14/23,2:00 PM,"Alumni Hall, Annapolis, MD",43,63
Loyola Maryland,Lehigh,45,"45 Therien, Lex",*,39,12-20,0-0,4-6,6-9,15,4,1,6,0,0,28,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,04,"04 Dixon, Taleah",*,31,5-21,2-7,2-2,0-1,1,2,4,2,0,2,14,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,01,"01 Ratigan, Kelly",*,37,1-6,1-4,0-0,3-4,7,2,1,2,0,0,3,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,10,"10 Sims, Koi",*,27,1-4,0-0,1-2,3-9,12,4,4,2,1,0,3,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,12,"12 Garcia, Cristina",*,19,0-5,0-0,1-2,3-3,6,2,1,4,0,0,1,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,22,"22 Rozzi, Bri",,31,4-8,2-6,0-0,0-1,1,4,0,3,0,0,10,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,05,"05 Newman, Devyne",,25,2-5,0-1,2-2,0-1,1,2,4,1,0,0,6,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,13,"13 Tañedo, Caramina",,11,0-2,0-1,0-0,2-0,2,1,0,0,0,0,0,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,15,"15 Salmerón, Laura",,5,0-0,0-0,0-0,0-1,1,1,0,0,0,0,0,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Lehigh,TM,TM TEAM,,0,0-0,0-0,0-0,6-0,6,0,0,1,0,0,0,01/18/23,6:00 PM,"Stabler Arena, Bethlehem, PA",65,72
Loyola Maryland,Boston U.,45,"45 Therien, Lex",*,35,8-18,1-1,4-7,7-8,15,4,0,3,1,0,21,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,04,"04 Dixon, Taleah",*,37,6-16,0-6,0-0,0-0,0,4,3,3,0,1,12,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,10,"10 Sims, Koi",*,25,2-3,0-0,0-0,2-14,16,1,1,1,2,1,4,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,12,"12 Garcia, Cristina",*,19,2-2,0-0,0-0,1-0,1,3,1,2,0,0,4,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,01,"01 Ratigan, Kelly",*,28,0-2,0-2,0-0,0-0,0,2,2,2,0,0,0,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,22,"22 Rozzi, Bri",,25,3-6,2-3,0-0,0-0,0,1,1,1,0,0,8,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,13,"13 Tañedo, Caramina",,14,1-4,1-3,2-3,0-0,0,2,1,1,0,0,5,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,05,"05 Newman, Devyne",,17,1-5,1-2,0-0,0-0,0,0,1,1,0,0,3,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Boston U.,TM,TM TEAM,,0,0-0,0-0,0-0,3-1,4,0,0,2,0,0,0,01/21/23,2:00 PM,"Reitz Arena, Baltimore, MD",57,65
Loyola Maryland,Lafayette,45,"45 Therien, Lex",*,37,2-8,0-1,6-10,5-11,16,4,1,6,0,1,10,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,04,"04 Dixon, Taleah",*,33,4-11,0-2,2-2,0-2,2,1,0,3,0,2,10,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,10,"10 Sims, Koi",*,10,2-4,0-0,0-0,1-1,2,0,0,1,2,1,4,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,01,"01 Ratigan, Kelly",*,25,1-4,1-4,0-0,0-2,2,0,1,2,0,0,3,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,22,"22 Rozzi, Bri",*,33,1-8,0-4,0-0,2-5,7,0,5,2,0,1,2,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,05,"05 Newman, Devyne",,25,2-6,0-1,0-0,0-0,0,2,0,2,0,0,4,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,12,"12 Garcia, Cristina",,16,1-5,0-1,0-0,3-3,6,3,0,0,0,1,2,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,11,"11 Glezen, Emma",,7,0-0,0-0,0-2,0-0,0,4,0,1,0,1,0,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,13,"13 Tañedo, Caramina",,7,0-0,0-0,0-0,0-0,0,0,1,0,0,1,0,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,15,"15 Salmerón, Laura",,5,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,02,"02 Van-Otoo, Meliah",,2,0-0,0-0,0-0,0-0,0,0,0,0,0,0,0,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Lafayette,TM,TM TEAM,,0,0-0,0-0,0-0,2-3,5,0,0,0,0,0,0,01/25/23,7:00 PM,"Reitz Arena, Baltimore, MD",35,39
Loyola Maryland,Bucknell,45,"45 Therien, Lex",*,27,6-14,0-1,2-3,6-5,11,4,0,2,1,0,14,01/28/23,2:00 PM,"Sojka Pavilion, Lewisburg, PA",37,73
Loyola Maryland,Bucknell,04,"04 Dixon, Taleah",*,24,1-10,0-4,5-6,0-2,2,3,3,3,0,0,7,01/28/23,2:00 PM,"Sojka Pavilion, Lewisburg, PA",37,73
Loyola Maryland,Bucknell,22,"22 Rozzi, Bri",*,20,2-4,2-2,0-0,0-1,1,2,2,4,0,0,6,01/28/23,2:00 PM,"Sojka Pavilion, Lewisburg, PA",37,73
Loyola Maryland,Bucknell,01,"01 Ratigan, Kelly",*,21,1-4,0-1,0-0,0-2,2,0,1,2,0,0,2,01/28/23,2:00 PM,"Sojka Pavilion, Lewisburg, PA",37,73
Loyola Maryland,Bucknell,05,"05 Newman, Devyne",*,17,1-3,0-1,0-0,0-0,0,2,0,0,0,0,2,01/28/23,2:00 PM,"Sojka Pavilion, Lewisburg, PA",37,73
Loyola Maryland,Bucknell,15,"15 Salmerón, Laura",,25,2-6,0-1,0-0,0-3,3,0,0,2,0,4,4,01/28/23,2:00 PM,"Sojka Pavilion, Lewisburg, PA",37,73
